001;  Morning Consult[5], 710, ± 3.7%, February 10–11, 2016
002;  NBC News/SurveyMonkey[6], 3411, ± 1.1%, February 8–14, 2016
003;  Ipsos/Reuters[7], 513, ± 4.7%, February 6–10, 2016
004;  Morning Consult[8], 4287, ± 1%, February 3–7, 2016
005;  Rasmussen[9], 725, ± 4%, February 3–4, 2016
006;  Quinnipiac University[10], 507, ± 4.4%, February 2–4, 2016
007;  NBC News/SurveyMonkey[11], 2887, ± 2.7%, February 1–7, 2016
008;  Public Policy Polling[12], 531, ± 4.3%, February 2–3, 2016
009;  Morning Consult[13], 641, ± 3.9%, February 2–3, 2016
010;  Ipsos/Reuters[14], 631, ± 4.4%, January 30 – February 3, 2016
011;  Morning Consult[15], 1491, ± 2.5%, January 29 – February 1, 2016
012;  NBC News/ SurveyMonkey[16], 3057, ± 2.6%, January 25–31, 2016
013;  YouGov/Economist[17], 481, ± 2.0%, January 27–30, 2016
014;  IBD/TIPP[18], 395, ± 5.0%, January 22–27, 2016
015;  Bloomberg/ Purple Strategies[19], 1020, ± 3.1%, January 22–26, 2016
016;  Morning Consult[20], 1552, ± 2.0%, January 21–24, 2016
017;  CNN/ORC[21], 405, ± 3.0%, January 21–24, 2016
018;  ABC News/ Washington Post[22], 356, ± 3.5%, January 21–24, 2016
019;  Public Religion Research Institute[23], 381, ± 3.6%, January 20–24, 2016
020;  NBC News/ SurveyMonkey[24], 2327, ± 1.3%, January 18–24, 2016
021;  Fox News[25], 405, ± 3.0%, January 18–21, 2016
022;  Zogby[26], 294, ± 5.8%, January 19–20, 2016
023;  Ipsos/Reuters[27], 588, ± 2.8%, January 16–20, 2016
024;  YouGov/Economist[28], 476, ± 2.9%, January 15–19, 2016
025;  Monmouth University[29], 385, ± 5.0%, January 15–18, 2016
026;  Morning Consult[30], 1635, ± 2.0%, January 14–17, 2016
027;  NBC/SurveyMonkey[31], 3342, ± 2.3%, January 11–17, 2016
028;  Gravis/ One America News[32], 1693, ± 2.4%, January 14, 2016
029;  NBC News/ Wall Street Journal[33], 400, ± 4.9%, January 9–13, 2016
030;  Ipsos/Reuters[34], 575, ± 2.8%, January 9–13, 2016
031;  YouGov/Economist[35], 552, ± 4.6%, January 9–11, 2016
032;  Gravis Marketing/ One America News[36], 832, ± 2%, January 10, 2016
033;  Morning Consult[37], 878, ± 2.0%, January 8–10, 2016
034;  CBS News/ New York Times[38], 442, N/A, January 7–10, 2016
035;  NBC/SurveyMonkey[39], 2825, ± 1.2%, January 4–10, 2016
036;  IBD/TIPP[40], 389, ± 4%, January 4–8, 2016
037;  Fox News[41], 423, ± 4.5%, January 4–7, 2016
038;  Ipsos/Reuters[42], 634, ± 4.4%, January 2–6, 2016
039;  YouGov/Economist[43], 469, ± 4%, December 31, 2015 – January 6, 2016
040;  NBC/SurveyMonkey[44], 949, ± 1.9%, December 26, 2015 – January 3, 2016
041;  Ipsos/Reuters[45], 722, ± 2.5%, December 26–30, 2015
042;  WND/Clout[46], 445, ± 3.35%, December 18–27, 2015
043;  Ipsos/Reuters[47], 626, ± 4.5%, December 19–23, 2015
044;  YouGov/Economist[48], 475, ± 4.5%, December 18–21, 2015
045;  CNN/ORC[49], 438, ± 4.5%, December 17–21, 2015
046;  Emerson College[50], 415, ± 3.5%, December 17–20, 2015
047;  Quinnipiac[51], 508, ± 4.4%, December 16–20, 2015
048;  Fox News[52], 402, ± 3.0%, December 16–17, 2015
049;  Public Policy Polling[53], 532, ± 4.3%, December 16–17, 2015
050;  Morning Consult[54], 861, ± 3.0%, December 16–17, 2015
051;  Ipsos/Reuters[55], 730, ± 2.5%, December 12–16, 2015
052;  Morning Consult[56], 1530, ± 2.0%, December 11–15, 2015
053;  ABC/Washington Post[57], 362, ± 3.5%, December 10–13, 2015
054;  Monmouth University[58], 385, ± 5.0%, December 10–13, 2015
055;  NBC News/ Wall Street Journal[59], 400, ± 4.9%, December 6–9, 2015
056;  Ipsos/Reuters[60], 494, ± 3.0%, December 5–9, 2015
057;  YouGov/Economist[61], 455, ± 3.0%, December 4–9, 2015
058;  Gravis Marketing/ One America News[62], 691, ± 3.7%, December 7–8, 2015
059;  CBS/New York Times[63], 431, ± 6.0%, December 4–8, 2015
060;  Zogby[64], 271, ± 6.0%, December 7, 2015
061;  Morning Consult[65], 865, ± 2.0%, December 3–7, 2015
062;  Public Religion Research Institute[66], 376, ± 3.7%, December 2–6, 2015
063;  Suffolk/USA Today[67], 357, ± 5.2%, December 2–6, 2015
064;  Ipsos/Reuters[68], 770, ± 4.0%, November 30 – December 4, 2015
065;  IBD/TIPP[69], 901, ± 3.3%, November 30 – December 4, 2015
066;  Ipsos/Reuters[68], 351, ± 6.0%, November 28 – December 2, 2015
067;  CNN/ORC[70], 1020, ± 3.0%, November 27 – December 1, 2015
068;  Quinnipiac[71], 672, ± 3.8%, November 23–30, 2015
069;  Ipsos/Reuters[72], 352, ± 6.0%, November 21–25, 2015
070;  Gravis Marketing/ One America News[73], 523, ± 3.0%, November 23, 2015
071;  YouGov/Economist[74], 600, ± 3.1%, November 19–23, 2015
072;  Ipsos/Reuters[75], 936, ± 3.5%, November 20, 2015
073;  Fox News[76], 434, ± 4.5%, November 16–19, 2015
074;  ABC/Washington Post[77], 373, ± 6.0%, November 16–19, 2015
075;  Ipsos/Reuters[78], 1299, ± 3.1%, November 14–18, 2015
076;  Public Policy Polling[79], 607, ± 2.7%, November 16–17, 2015
077;  Bloomberg/Selzer[80], 379, ± 3.1%, November 15–17, 2015
078;  NBC/SurveyMonkey[81], 2440, ± 1.9%, November 15–17, 2015
079;  Morning Consult[82], 774, ± 2.0%, November 13–16, 2015
080;  Ipsos/Reuters[83], 257, ± 7.0%, November 13, 2015
081;  YouGov/UMass[84], 318, ± 6.4%, November 5–13, 2015
082;  Rasmussen Reports[85], 672, ± 4.0%, November 11–12, 2015
083;  Ipsos/Reuters[86], 555, ± 4.1%, November 7–11, 2015
084;  Public Religion Research Institute[87], 147, ±%, November 6–10, 2015
085;  YouGov/Economist[88], 446, ± 3.0%, November 5–9, 2015
086;  Morning Consult[89], 1567, ± 2.0%, November 5–8, 2015
087;  Ipsos/Reuters[90], 618, ± 4.5%, October 31 – November 4, 2015
088;  McClatchy/Marist[91], 431, ± 2.6%, October 29 – November 4, 2015
089;  Fox News[92], 476, ± 3.0%, November 1–3, 2015
090;  USC/LA Times/ SurveyMonkey[93], 1292, ± 3.0%, October 29 – November 3, 2015
091;  Quinnipiac University[94], 502, ± 4.4%, October 29 – November 2, 2015
092;  Ipsos/Reuters[95], 635, ± 4.4%, October 28 – November 2, 2015
093;  Morning Consult[96], 937, ± 2.0%, October 29 – November 1, 2015
094;  Zogby[97], 344, ± 5.4%, October 30–31, 2015
095;  Gravis Marketing/ One America News[98], 1504, ± 2.5%, October 29, 2015
096;  NBC/SurveyMonkey[99], 1226, ± 1.5%, October 27–29, 2015
097;  NBC News/ Wall Street Journal[100], 400, ± 4.9%, October 25–29, 2015
098;  IBD[101], 402, ± 5.0%, October 24–29, 2015
099;  Ipsos/Reuters[102], 584, ± 2.7%, October 24–28, 2015
100;  YouGov/ Economist[103], 407, ± 3%, October 23–27, 2015
101;  Gravis Marketing/ One America News[104], 906, ± 3%, October 26, 2015
102;  Morning Consult[105], 714, ± 2.0%, October 22–25, 2015
103;  CBS News/ New York Times[106], 575, ± 6%, October 21–25, 2015
104;  Ipsos/Reuters[107], 806, ± 3.9%, October 17–21, 2015
105;  Morning Consult[108], 770, ± 2.0%, October 15–19, 2015
106;  Monmouth University[109], 348, ± 5.3%, October 15–18, 2015
107;  ABC News/ Washington Post[110], 364, ± 6.0%, October 15–18, 2015
108;  Emerson College[111], 403, ± 4.8%, October 16–17, 2015
109;  NBC News/ Wall Street Journal[112], 400, ± 4.9%, October 15–18, 2015
110;  CNN/ORC[113], 465, ± 4.5%, October 14–17, 2015
111;  NBC News/ SurveyMonkey[114], 1881, ± 2.0%, October 13–15, 2015
112;  Ipsos/Reuters[115], 492, ± 3.0%, October 10–14, 2015
113;  Fox News[116], 398, ± 5%, October 10–12, 2015
114;  YouGov/Economist[117], 434, ± 2.8%, October 8–12, 2015
115;  Morning Consult[118], 749, ± 3.58%, October 8–12, 2015
116;  CBS News[119], 419, ± 5%, October 4–8, 2015
117;  Ipsos/Reuters[120], 602, ±%, October 3–7, 2015
118;  Morning Consult[121], 807 RV, ± 3.45%, October 2–5, 2015
119;  Fairleigh Dickinson University[122], 824 RV, ± 4.1%, October 1–5, 2015
120;  Public Policy Polling[123], 627 RV, ± 3.9%, October 1–4, 2015
121;  Gravis Marketing/ One America News[124], 898 RV, ± 3.3%, September 30 – October 1, 2015
122;  IBD/TIPP[125], 377 RV, ± 5.0%, September 26 – October 1, 2015
123;  Ipsos/Reuters[126], 481, ± 3.1%, September 26–30, 2015
124;  Suffolk/ USA Today[127][128], 380 LV, 5.03%, September 24–28, 2015
125;  Morning Consult[129], 637 RV, ± 3.9%, September 24–27, 2015
126;  NBC News/ Wall Street Journal[130], 230 LV, ± 6.5%, September 20–24, 2015
127;  Ipsos/ Reuters[131], 572, ± 4.7%, September 19–23, 2015
128;  Fox News[132], 398 LV, ± 4.5%, September 20–22, 2015
129;  Quinnipiac[133], 737 RV, ± 3.6%, September 17–21, 2015
130;  Bloomberg/ Selzer[134], 391 RV, ± 5%, September 18–21, 2015
131;  Zogby[135], 405 LV, ± 5%, September 18–19, 2015
132;  CNN/ORC[136], 444 RV, ± 4.5%, September 17–19, 2015
133;  NBC News/ Survey Monkey[137], 5113, ± 2%, September 16–18, 2015
134;  Morning Consult[138], 504, ± 4.4%, September 18, 2015
135;  Gravis Marketing/ One America News[139], 1377, ± 3%, September 17, 2015
136;  Ipsos/Reuters[140], 532, ± 4.8%[141], September 12–16, 2015
137;  The Economist/ YouGov[142], 436, ± 2.8%, September 11–15, 2015
138;  Morning Consult[143], 756, ± 2.0%, September 11–13, 2015
139;  CBS News[144], 376, ± 6%, September 9–13, 2015
140;  ABC News/ Washington Post[145], 342, ±%, September 7–10, 2015
141;  Ipsos/Reuters [146], 469, ± 5.1%, September 5–9, 2015
142;  Emerson College[147], 409, ± 4.9%, September 5–8, 2015
143;  CNN/ORC[148], 474, ± 4.5%, September 4–8, 2015
144;  Morning Consult[149], 722, ± 3.5% [150], September 4–7, 2015
145;  Monmouth University[151], 366, ± 5.1%, August 31 – September 2, 2015
146;  Morning Consult [152], 769, ± 2.0%, August 28–30, 2015
147;  Public Policy Polling [153], 572, ± 4.2%, August 28–30, 2015
148;  Ipsos/Reuters [154], 412, ± 5.5%, August 22–26, 2015
149;  Ipsos/Reuters [154], 412, ± 5.5%, August 22–26, 2015
150;  Quinnipiac [156], 666, ± 3.8%, August 20–25, 2015
151;  Gravis Marketing/ One America News[157], 3567, ± 2.0%, August 21–22, 2015
152;  Ipsos/Reuters[158], 294, ± 6.5%, August 15–19, 2015
153;  Civis Analytics[159], 757, ± 4.2%, August 10–19, 2015
154;  The Economist/ YouGov[160], 451, ± 2.8%, August 14–18, 2015
155;  Morning Consult[161], 783, ± 2.0%, August 14–16, 2015
