001;  Rasmussen Reports, 541, 4.5%, 2016-00-28, 2016-02-22
002;  Morning Consult, 891, 2.0%, 2016-02-27, 2016-02-26
003;  CNN/ORC, 427, 5.0%, 2016-02-27, 2016-02-24
004;  YouGov, 535, 2.9%, 2016-02-27, 2016-02-24
005;  Morning Consult, 1723, 2%, 2016-02-25, 2016-02-24
006;  NBC News / SurveyMonkey, 2092, 3%, 2016-02-25, 2016-02-24
007;  Ipsos/Reuters, 753, 4.4%, 2016-02-24, 2016-02-20
008;  IBD/TIPP, 334, 5.5%, 2016-02-24, 2016-02-19
009;  NBC/SurveyMonkey, 3338, 1.8%, 2016-02-21, 2016-02-15
010;  McLaughlin &amp; Associates, 1000, 3.1%, 2016-02-17, 2016-02-17
011;  Fox News, 429, 4.5%, 2016-02-17, 2016-02-15
012;  Ipsos/Reuters, 737, 4%, 2016-02-17, 2016-02-13
013;  Morning Consult, 829, 2%, 2016-02-16, 2016-02-15
014;  NBC News/Wall Street Journal, 400, 4.9%, 2016-02-16, 2016-02-14
015;  CBS News, 549, 5%, 2016-02-16, 2016-02-12
016;  YouGov/Economist, 527, 2.8%, 2016-02-15, 2016-02-11
017;  Suffolk University/USA Today, 319, 5.5%, 2016-02-15, 2016-02-11
018;  Quinnipiac University, 563, 4.1%, 2016-02-15, 2016-02-10
019;  NBC/SurveyMonkey, 3847, 1.8%, 2016-02-14, 2016-02-08
020;  Morning Consult, 811, 3.4%, 2016-02-11, 2016-02-10
021;  Ipsos/Reuters, 600, 2.8%, 2016-02-10, 2016-02-06
022;  Morning Consult, 1988, 1%, 2016-02-07, 2016-02-03
023;  NBC/SurveyMonkey, 3154, 1.4%, 2016-02-07, 2016-02-01
024;  Ipsos/Reuters, 512, 5%, 2016-02-05, 2016-02-02
025;  Rasmussen Reports, 574, 4.5%, 2016-02-04, 2016-02-03
026;  Quinnipiac University, 484, 4.5%, 2016-02-04, 2016-02-02
027;  Public Policy Polling, 517, 4.3%, 2016-02-03, 2016-02-02
028;  Morning Consult, 719, 3.6%, 2016-02-03, 2016-02-02
029;  Ipsos/Reuters, 704, 4.2%, 2016-02-03, 2016-01-30
030;  Morning Consult, 1928, 2.2%, 2016-02-01, 2016-01-29
031;  NBC/SurveyMonkey, 3233, 2.3%, 2016-01-31, 2016-01-25
032;  YouGov/Economist, 531, 2.9%, 2016-01-30, 2016-01-27
033;  Ipsos/Reuters, 231, 7%, 2016-01-29, 2016-01-25
034;  IBD/TIPP, 378, 5.1%, 2016-01-27, 2016-01-22
035;  CNN / ORC, 440, 4.5%, 2016-01-24, 2016-01-21
036;  Washington Post / ABC News, 406, 5.5%, 2016-01-24, 2016-01-21
037;  Fox News, 375, 5%, 2016-01-21, 2016-01-18
038;  Zogby, 373, 2016-01-20, 2016-01-19
039;  Ipsos/Reuters, 629, 2.8%, 2016-01-20, 2016-01-16
040;  YouGov/Economist, 2000, 2.9%, 2016-01-19, 2016-01-15
041;  Monmouth University, 352, 5.4%, 2016-01-18, 2016-01-15
042;  NBC News/Wall Street Journal, 400, 4.9%, 2016-01-13, 2016-01-09
043;  Gravis Marketing/One America News, 890, 3.3%, 2016-01-10, 2016-01-10
044;  New York Times/CBS News, 389, 6%, 2016-01-10, 2016-01-07
045;  NBC/SurveyMonkey, 2619, 2.4%, 2016-01-10, 2016-01-04
046;  IBD/TIPP, 378, 5.1%, 2016-01-08, 2016-01-04
047;  Fox News, 360, 5%, 2016-01-07, 2016-01-04
048;  Ipsos/Reuters, 709, 4.2%, 2016-01-06, 2016-01-02
049;  YouGov/Economist, 533, 2.8%, 2016-01-06, 2015-12-31
050;  NBC/SurveyMonkey, 3700, 1.9%, 2016-01-03, 2015-12-28
051;  Ipsos/Reuters, 825, 2.5%, 2015-12-30, 2015-12-26
052;  Ipsos/Reuters, 603, 4.6%, 2015-12-23, 2015-12-19
053;  Rasmussen Reports, 546, 4.5%, 2015-12-21, 2015-12-20
054;  YouGov/Economist, 565, 3.1%, 2015-12-21, 2015-12-18
055;  CNN/ORC, 414, 5%, 2015-12-21, 2015-12-17
056;  Emerson College Polling Society, 332, 5.3%, 2015-12-20, 2015-12-17
057;  Qunnipiac University, 462, 2.6%, 2015-12-20, 2015-12-16
058;  Fox News, 390, 3.0%, 2015-12-17, 2015-12-16
059;  Public Policy Polling, 525, 4.3%, 2015-12-17, 2015-12-16
060;  Ipos/Reuters, 760, 4.0%, 2015-12-16, 2015-12-12
061;  Morning Consult, 1790, 2.0%, 2015-12-15, 2015-12-11
062;  Monmouth University, 374, 5.1%, 2015-12-13, 2015-12-10
063;  ABC/Washington Post, 377, 3.5%, 2015-12-13, 2015-12-01
064;  NBC News/Wall Street Journal, 849, 3.36%, 2015-12-09, 2015-12-06
065;  Ipsos/Reuters, 573, 4.7%, 2015-12-09, 2015-12-05
066;  YouGov/Economist, 647, 3.0%, 2015-12-09, 2015-12-04
067;  Gravis Marketing/One America News Network, 731, 3.6%, 2015-12-08, 2015-12-07
068;  CBS/New York Times, 384, 6.0%, 2015-12-08, 2015-12-04
069;  Morning Consult, 808, 2.0%, 2015-12-07, 2015-12-03
070;  Public Religion Research Institute, 463, 3.7%, 2015-12-06, 2015-12-02
071;  USA Today/Suffolk University, 363, 3.0%, 2015-12-06, 2015-12-02
072;  IBD/TIPP, 345, 5.4%, 2015-12-04, 2015-11-30
073;  Ipsos/Reuters, 430, 5.4%, 2015-12-02, 2015-11-28
074;  CNN/ORC, 1020, 3.0%, 2015-12-01, 2015-11-27
075;  Quinnipiac University, 573, 4.1%, 2015-11-30, 2015-11-23
076;  Ipsos/Reuters, 362, 5.9%, 2015-11-25, 2015-11-21
077;  Gravis Marketing/One America News, 528, 3.0%, 2015-11-23, 2015-11-23
078;  YouGov/Economist, 764, 3.1%, 2015-11-23, 2015-11-19
079;  ABC News/Washington Post, 352, 6.0%, 2015-11-19, 2015-11-16
080;  FOX News, 1016, 3.0%, 2015-11-19, 2015-11-16
081;  Ipsos/Reuters, 1275, 3.9%, 2015-11-18, 2015-11-14
082;  Public Policy Polling, 538, 2.7%, 2015-11-17, 2015-11-16
083;  Bloomberg/Selzer, 385, 3.1%, 2015-11-17, 2015-11-15
084;  NBC News/SurveyMonkey, 5755, 3.1%, 2015-11-17, 2015-11-15
085;  Rasmussen Reports, 506, 4.5%, 2015-11-16, 2015-11-15
086;  Morning Consult, 874, 2%, 2015-11-16, 2015-11-13
087;  Public Policy Polling, 510, 4.3%, 2015-11-14, 2015-11-12
088;  YouGov/UMass, 381, 6%, 2015-11-13, 2015-11-05
089;  Ipsos/Reuters, 609, 2.8%, 2015-11-11, 2015-11-07
090;  Public Religion Research Institute, 304, 3.7%, 2015-11-10, 2015-11-06
091;  CBS News/Times, 418, 6.0%, 2015-11-10, 2015-11-06
092;  YouGov/Economist, 658, 3.0%, 2015-11-09, 2015-11-05
093;  Harvard Institute of Politics, 751, 2.8, 2015-11-09, 2015-10-30
094;  Morning Consult, 1739, 2.0%, 2015-11-08, 2015-11-05
095;  Ipsos/Reuters, 629, 4.5%, 2015-11-04, 2015-10-31
096;  McClatchy/Marist, 511, 4.3%, 2015-11-04, 2015-10-29
097;  Fox News, 505, 3.0%, 2015-11-03, 2015-11-01
098;  UCS/LA Times/SurveyMonkey, 1242, 3.0%, 2015-11-03, 2015-10-29
099;  Quinnipiac University, 480, 4.5%, 2015-11-02, 2015-10-29
100;  Morning Consult, 1015, 2.0%, 2015-11-01, 2015-10-29
101;  NBC News/Wall Street Journal, 400, 4.9%, 2015-10-29, 2015-10-25
102;  Investor's Business Daily/TIPP, 356, 5.3%, 2015-10-29, 2015-10-24
103;  NBC/SurveyMonkey, 1226, 3.7%, 2015-10-29, 2015-10-27
104;  Ipsos/Reuters, 676, 2.7%, 2015-10-28, 2015-10-24
105;  YouGov/Economist, 2000, 3%, 2015-10-27, 2015-10-23
106;  Gravis Marketing/One America News, 1037, 3%, 2015-10-27, 2015-10-27
107;  Morning Consult, 688, 2%, 2015-10-25, 2015-10-22
108;  Ipsos/Reuters, 895, 3.8%, 2015-10-21, 2015-10-17
109;  Morning Consult, 895, 2.0%, 2015-10-19, 2015-10-15
110;  ABC News/Washington Post, 444, 3.5%, 2015-10-18, 2015-10-15
111;  Monmouth University, 340, 5.3%, 2015-10-18, 2015-10-15
112;  NBC News/Wall Street Journal, 400, 3.9%, 2015-10-18, 2015-10-15
113;  Emerson College Polling Society, 390, 3.4%, 2015-10-17, 2015-10-16
114;  CNN/ORC, 1024, 3%, 2015-10-17, 2015-10-14
115;  NBC/SurveyMonkey, 1857, 3.2%, 2015-10-15, 2015-10-13
116;  Gravis Marketing/One America News, 760, 3.6%, 2015-10-14, 2015-10-14
117;  Ipsos/Reuters, 530, 3.0%, 2015-10-14, 2015-10-10
118;  Fox News, 353, —, 2015-10-12, 2015-10-10
119;  YouGov/Economist, 633, 2.8%, 2015-10-12, 2015-10-08
120;  Morning Consult, 862, 2%, 2015-10-10, 2015-10-08
121;  Reuters/Ipsos, 624, 4.5%, 2015-10-09, 2015-10-09
122;  CBS News, 343, 6%, 2015-10-08, 2015-10-04
123;  CBS News, 343, 6%, 2015-10-08, 2015-10-04
124;  Fairleigh Dickinson University, 339, 5.3%, 2015-10-05, 2015-10-01
125;  Public Policy Polling, 551, 4.2%, 2015-10-04, 2015-10-01
126;  Google Consumer Surveys/IJ, 1004, 2%, 2015-10-03, 2015-09-30
127;  IBD/TIPP, 344, 5%, 2015-10-01, 2015-09-26
128;  Centre College, 229, 6.5%, 2015-10-01, 2015-09-24
129;  USA Today/Suffolk, 430, 5%, 2015-09-28, 2015-09-24
130;  Pew Research Center, 387, 5.7%, 2015-09-27, 2015-09-22
131;  NBC/WSJ, 256, 6.1%, 2015-09-24, 2015-09-20
132;  NBC/WSJ, 256, 6.1%, 2015-09-24, 2015-09-20
133;  Reuters/Ipsos, 618, 4.5%, 2015-09-23, 2015-09-19
134;  Fox News, 381, 5%, 2015-09-22, 2015-09-20
135;  Bloomberg/Selzer, 375, 5.1%, 2015-09-21, 2015-09-18
136;  Quinnipiac, 587, 4%, 2015-09-21, 2015-09-17
137;  Morning Consult, 955, %, 2015-09-20, 2015-09-18
138;  Zogby Analytics, 515, 4.3%, 2015-09-19, 2015-09-18
139;  CNN/ORC, 392, 5%, 2015-09-19, 2015-09-17
140;  NBC/SurveyMonkey, 1774, 3.2%, 2015-09-18, 2015-09-16
141;  Reuters/Ipsos, 642, 4.4%, 2015-09-16, 2015-09-12
142;  YouGov/Economist, 651, %, 2015-09-15, 2015-09-11
143;  Morning Consult, 955, %, 2015-09-13, 2015-09-11
144;  CBS News/New York Times, 6%, 2015-09-13, 2015-09-09
145;  Reuters/Ipsos, 668, 4.4%, 2015-09-11, 2015-09-07
146;  ABC News/Washington Post, 356, %, 2015-09-10, 2015-09-07
147;  Reuters/Ipsos, 625, 4.4%, 2015-09-09, 2015-09-05
148;  Emerson College Polling, 392, 4.9%, 2015-09-08, 2015-09-05
149;  CNN/ORC, 259, 5%, 2015-09-08, 2015-09-04
150;  Monmouth University, 339, 5.3%, 2015-09-02, 2015-08-31
151;  Public Policy Polling, 545, 4.2%, 2015-08-30, 2015-08-28
152;  Morning Consult, 913, , 2015-08-30, 2015-08-28
153;  Rasmussen Reports, 536, 4%, 2015-08-24, 2015-08-23
154;  Reuters/Ipsos, 356, 5.9%, 2015-08-19, 2015-08-15
155;  Reuters/Ipsos, 356, 5.9%, 2015-08-19, 2015-08-15
156;  Morning Consult, 884, 3.3%, 2015-08-16, 2015-08-14
157;  CNN/ORC, 358, 5.0%, 2015-08-16, 2015-08-13
158;  Fox News, 401, 4.5%, 2015-08-13, 2015-08-11
159;  Morning Consult, 896, , 2015-08-09, 2015-08-07
160;  Reuters/Ipsos, 404, 5.5%, 2015-08-05, 2015-08-01
161;  Zogby (Internet)/ University of Akron, 459, 4.7%, 2015-08-04, 2015-08-03
162;  Economist/YouGov, 499, 4%, 2015-08-04, 2015-07-31
163;  Morning Consult, 860, , 2015-08-03, 2015-07-31
164;  Fox News, 499, 4%, 2015-08-02, 2015-07-30
165;  Monmouth University, 429, 4.7%, 2015-08-02, 2015-07-30
166;  CBS News, 362, 5.3%, 2015-08-02, 2015-07-29
167;  NBC/WSJ, 253, 6.16%, 2015-07-30, 2015-07-26
168;  Gravis Marketing/One America News, 803, 2.5%, 2015-07-29, 2015-07-29
169;  Emerson College Polling, 481, 4.4%, 2015-07-28, 2015-07-26
170;  Reuters/Ipsos, 505, 4.9%, 2015-07-29, 2015-07-25
171;  Quinnipiac, 681, 3.8%, 2015-07-28, 2015-07-23
172;  CNN/ORC, 392, 5.0%, 2015-07-25, 2015-07-22
173;  Reuters/Ipsos, 406, 5.5%, 2015-07-22, 2015-07-18
174;  Public Policy Polling, 496, 4.4%, 2015-07-21, 2015-07-20
175;  ABC News/Washington Post, 357, 4.0%, 2015-07-19, 2015-07-16
176;  Fox News, 382, , 2015-07-15, 2015-07-13
177;  Reuters/Ipsos, 381, 5.7%, 2015-07-15, 2015-07-11
178;  USA Today/Suffolk, 434, , 2015-07-12, 2015-07-09
179;  Monmouth University, 357, 5.2%, 2015-07-12, 2015-07-09
180;  Reuters/Ipsos, 504, 5.1%, 2015-07-08, 2015-07-04
181;  The Economist/ YouGov, 309, , 2015-07-06, 2015-07-04
182;  The Economist/ YouGov, 309, , 2015-07-06, 2015-07-04
183;  Reuters/Ipsos, 540, 4.8%, 2015-07-01, 2015-06-27
184;  The Economist/ YouGov, 348, , 2015-06-29, 2015-06-27
185;  CNN/ORC, 490, 4.5%, 2015-06-28, 2015-06-26
186;  Fox News, 375, , 2015-06-23, 2015-06-21
187;  Fairleigh Dickinson University, 345, 5.5%, 2015-06-21, 2015-06-15
188;  NBC News/Wall Street Journal, 247, 6.24%, 2015-06-18, 2015-06-14
189;  Public Policy Polling, 471, 4.5%, 2015-06-14, 2015-06-11
190;  Monmouth University, 350, 5.2%, 2015-06-14, 2015-06-11
